"Story","Title","Result","Date","Stability","Duration (s)"
"As a Xero User,","Adding multiple ANZ (NZ) bank account to Demo Company","SUCCESS","2020-10-28T16:45:42.58+13:00[Pacific/Auckland]","0.0","35.45"
