"Story","Title","Result","Date","Stability","Duration (s)"
"As a Xero User,","Adding ANZ (NZ) bank account to Demo Company","SUCCESS","2020-10-28T14:00:27.754+13:00[Pacific/Auckland]","0.0","31.18"
