"Story","Title","Result","Date","Stability","Duration (s)"
"As a Xero User,","Adding ANZ (NZ) bank account to Demo Company","SUCCESS","2020-10-28T18:24:57.367+13:00[Pacific/Auckland]","0.0","366.56"
"As a Xero User,","Adding multiple ANZ (NZ) bank account to Demo Company","SUCCESS","2020-10-28T18:31:04.642+13:00[Pacific/Auckland]","0.0","106.62"
"As a Xero User,","Validating the UI error while adding account","FAILURE","2020-10-28T18:32:51.976+13:00[Pacific/Auckland]","0.0","21.03"
