"Story","Title","Result","Date","Stability","Duration (s)"
"As a Xero User,","Adding ANZ (NZ) bank account to Demo Company","SUCCESS","2020-10-28T12:21:07.307+13:00[Pacific/Auckland]","0.0","40.05"
